,title,posted on,close date,description
0,Software Test Engineer,11/01/2023,17/02/2023,"Configure, implement, and demonstrate software products. The implementation cycle includes requirements validation, overseeing projects with specific development requirements, internal testing, and guiding clients through user acceptance to go-live status. The Software Test Engineer is also responsible for the development and delivery of training for both administrators and end-users. Document all customer interactions in designated CRM, and provide excellent customer experiences."
0,Software Internship - MCA,11/01/2023,17/02/2023,"We are looking MCA freshers, offering a 6-month internship those who have Good Hands-on Knowledge (via academic /hobby project) in basics of Python/Java/Android/Php/Angular/React. 2023 Pass Outs Preferred and internship could be done as a part of the project/course.2022 pass outs can apply."
0,Strategic Marketing Specialist,11/01/2023,15/02/2023,Preferred skills
0,Python Lead,11/01/2023,31/01/2023,Roles & Responsibilities
0,UI/UX DEVELOPER,11/01/2023,31/01/2023,Experience: 4-5 years
0,Flutter Developer,11/01/2023,31/01/2023, 
0,Lead Developer,11/01/2023,31/01/2023, 
0,Full Stack Developer,11/01/2023,31/01/2023,Preferred skills
0,Junior Database Developer,11/01/2023,31/01/2023,Preferred skills
0,Senior Engineer : Quality Assurance (Automation),11/01/2023,31/01/2023,Exp                       : 5 + years
0,Senior .Net Developer (Remote),11/01/2023,31/01/2023,Immediate Joiners preferred – Max Notice 15-20 Days
0,Oracle ADF Developer,11/01/2023,31/01/2023,Preferred skills
0,Microsoft azure and network administrator,11/01/2023,31/01/2023,Preferred skills
0,Senior Python - Django Developer,11/01/2023,15/02/2023,Requirements & Skills
0,Devops Engineer,11/01/2023,11/02/2023,Experience required : 2-4 years
0,Content Writer,11/01/2023,22/01/2023,"We are looking for a smart and creative content writer with 1-2 years of experience to write content for our Website, blogs, and other Social media platforms, email campaigns, etc.  "
0,Android Developer,11/01/2023,22/01/2023,"We are looking for an Android Developer with 3+ years of experience, who possesses a passion for pushing mobile technologies to the limits. "
0,Business Analyst II,11/01/2023,19/02/2023,Roles & Responsibilities:
0,Senior Software Engineer (RPA Developer),11/01/2023,19/02/2023,"As a Senior Software Engineer, you will have a key role in the design and implementation of complete features or new products within a scrum team. You will have the opportunity to provide guidance and mentorship to the wider team to ensure each team member understands the designs and are effectively trained in terms of the technology base and processes to be followed in the Scrum team."
0,Technical Lead-Java,10/01/2023,07/02/2023,"Travanleo is hiring a Technical Lead (Spring Boot/Hibernate) with 7 to 9 years of relevant work experience. The successful candidate will work on projects based on the Java platform and the latest technologies and closely work with multiple teams on solutions and technical guidance, problem-solving, code reviews etc. If you are enterprising, have a great attitude, and desire to succeed, you are welcome to apply for this position. Travanleo offers good benefits, an excellent work environment, and a high potential for advancement alongside experienced business leaders. "
0,Social Media Marketing Executive,10/01/2023,18/02/2023,"We are looking for an experienced, passionate, and creative Social Media Marketing Specialist to oversee our social media accounts across all platforms, create shareable text and video content, manage posts, and respond to our followers to help achieve our marketing goals. The person will be responsible for developing and implementing our Social Media strategy to increase our online presence and improve our marketing and sales efforts. "
0,Sales Executive,10/01/2023,20/01/2023,Preferred skills
0,Software Engineer -.NET / Angular,10/01/2023,10/02/2023,"The primary responsibility will be to develop the different layers of our applications, and to coordinate with the rest of the team working on different layers of the infrastructure. A commitment to collaborative problem solving, sophisticated designing, and for developing a quality product is essential."
0,Business Development Manager,10/01/2023,31/01/2023,Responsibilities Include: 
0,HR Manager,10/01/2023,31/01/2023,Preferred skills
0,Senior Business Analyst,10/01/2023,31/01/2023,Preferred skills
0,Senior Customer Support Executive,10/01/2023,31/01/2023,"Way.com is a high energy workplace. The Customer Support Executive will be responsible for providing a positive customer experience that will lead to improved customer satisfaction. Duties include, but are not limited to the following; "
0,Business Growth Specialist,10/01/2023,18/02/2023,"The Business Growth Specialist will be responsible for identifying and pursuing new business opportunities for the company. This individual will work closely with our Senior Managers to develop and implement sales strategies, as well as manage the sales process from lead generation to close."
0,Senior PHP Developer,10/01/2023,31/01/2023,Good to have
0,Data Analyst,10/01/2023,31/01/2023,"We’re hiring for Data Analyst to join our data team in Trivandrum, India. "
0,Java Developer,10/01/2023,17/02/2023,Proven working experience in Java development Java collections and data structures
0,Customer care Executive,10/01/2023,31/01/2023, 
0,AWS Devops Engineer,05/01/2023,31/01/2023,Role: AWS Devops Engineer
0,Admin Executive,10/01/2023,01/02/2023,We are looking for an admin executive who is enthusiastic and willing to learn new things along with our growing team.  
0,CREATIVE CONTENT WRITER,10/01/2023,24/01/2023,Spericorn Technology is a global software development firm aiming to impact the world through technology positively. We are curious-minded IT professionals who have been contributing to reputed organizations and open-source projects for many years globally. We welcome you to join our talented team and transform ideas into reality. 
0,Laravel Developer,10/01/2023,20/01/2023,Preferred skills
0,Junior PMO,10/01/2023,31/01/2023,Skill set
0,Java Angular Developer,10/01/2023,10/02/2023,Preferred skills
0,SQL Developer,10/01/2023,25/01/2023,"Qrech Global Solutions is a fast-growing Product Engineering and IT consulting partner to Construction, Manufacturing, Energy and Service companies.Qrech is providing a comprehensive, dynamic range of business software and services. "
0,Assistant Manager - HR and Administration,10/01/2023,10/02/2023,Preferred skills
0,Azure Cloud Engineer,10/01/2023,17/02/2023, 
0,SQL Developer,10/01/2023,31/01/2023,Preferred skills
0,Dot Net Developer,10/01/2023,31/01/2023,Preferred skills
0,QA Engineer,10/01/2023,31/01/2023,Preferred skills
0,RPA Automation Anywhere,10/01/2023,27/01/2023,"RPA Automation Anywhere_3-4Yrs_Mumbai

1. Should be aware of Pharma related processes and standards, relevant experience in pharma domain."
0,Java Developer,09/01/2023,15/02/2023,Job Description:
0,DotNet Developer,09/01/2023,16/02/2023,Brief description :
0,Senior ReactJS Developer,09/01/2023,22/01/2023, 
0,Project Manager,09/01/2023,20/01/2023,Preferred skills
0,Angular Developer,09/01/2023,14/02/2023,We are looking for a qualified Front-end developer to join our IT team. You will be responsible for building the ‘client-side’ of our web applications.
0,Telemarketing Executive,09/01/2023,23/01/2023,Preferred skills
0,Sr. Java Developer,09/01/2023,14/02/2023,"We are looking for a Senior Java Developer with 3-5 years of experience and who has a strong knowledge in delivery, development and maintenance of technology-based solutions. "
0,Team Lead/Sr. iOS Application Developer,09/01/2023,31/01/2023,Srishti Innovative is looking for Team Lead/Sr. iOS application developer to become a part of our growing team. Individual will provide his expertise to develop Mobile application with iOS platform. Interested candidates can apply directly to vishnuprasad.mv@srishtis.com with job code (SICS.TL.2013/1853) in the subject line.
0,Software Developer,09/01/2023,25/01/2023,"We are looking for a Software Developer responsible for managing back-end services and the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, definition and maintenance of the central database, and ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application. Therefore, a basic understanding of front-end technologies is necessary as well."
0,Senior iOS Developer,09/01/2023,31/01/2023,We are hiring Senior Developers with 3-6 years exerience in iOS Development. Interested candidates can apply directly to vishnuprasad.mv@srishtis.com with Job Code: SICS.IOS.2023/1845.
0,Flutter Developer,09/01/2023,25/01/2023,Roles and obligations:
0,Business Growth Lead,09/01/2023,09/02/2023,"Reports to: PR & Marketing Team, Director - Engineering & Operations"
0,Mechanical Design Engineer,09/01/2023,23/01/2023,"As a mechanical design engineer fresher in Genrobotics, you will be involved in designing the functional product which meets all technical requirements of the product which were set in the target setting event of the new product development process as well as to meet aesthetic & craftsmanship requirements provided by product designers. Genrobotics is seeking a Mechanical design engineer to help enable autonomous robotics applications and enhance human-Robot interactions."
0,SEO Analyst,09/01/2023,20/01/2023,We are looking for an SEO Specialist to manage all search engine optimization and marketing activities.
0,Email Marketing Specialist,09/01/2023,31/01/2023,Preferred skills
0,Java Microservices + AWS,09/01/2023,09/02/2023,The responsibilities of this position include working closely with the Scrum team to build net new features & the various teams that work with the Client Success organization to ensure consistent delivery of functionality & support the platform. The individual will take bottom line responsibility of the functional module(s) that he/she is directly responsible for & ensure consistency in deliveries.
0,End User Support Engineer,09/01/2023,08/02/2023,"At Fingent, we believe that technology can make a meaningful difference to the lives around us. The lives of those who use it, the lives of those who build it, and to society at large. We create and provide software that is beautiful, usable and compelling, to solve complex business challenges. We nurture smart people who bring out the best in themselves, their peers, and their clients."
0,Senior Test Analyst (Automation),08/01/2023,16/02/2023,Preferred skills
0,Senior Test Analyst (ETL Testing),08/01/2023,16/02/2023,Preferred skills
0,JUNIOR DEVELOPER,09/01/2023,09/02/2023,"We are looking for an enthusiastic junior software developer to join our experienced software team. You will report directly to the senior developer and assist with all functions of software coding. Your primary focus will be to learn the codebase, gather user data, and respond to requests from senior developers."
0,System Administrator,09/01/2023,31/01/2023,System Administrator responsibilities:
0,Junior Data Engineer/ Analyst,09/01/2023,31/01/2023,"- Strong mathematical or statistical skills to help collect, measure, organize and analyze data."
0,Data Engineer,09/01/2023,28/01/2023,"- Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine."
0,Voice Engineer,09/01/2023,31/01/2023,Job Openings: - Voice Engineer
0,Project Manager - Kochi,09/01/2023,17/02/2023,"Project Manager

We expect our candidates to have 5+ years of experience in Project management. ISO 9001/2700-2013 certified software consultants head quartered in Kochi."
0,PHP Developer,11/01/2023,21/01/2023,Required Experience (on PHP projects): 2 - 8 years
0,SEO Executives,07/01/2023,25/01/2023,We are looking for smart & efficient SEO executives for handling our inbound and abroad projects.
0,SEO Team Lead,07/01/2023,25/01/2023,We are looking for an experienced team leader for handling our abroad SEO projects and team.
0,Business Analyst,06/01/2023,13/02/2023,Responsibilities
0,Flutter Developer,06/01/2023,24/01/2023,"As a Flutter Developer, you will create multi-platform apps for iOS and Android using Google's Flutter development framework. The primary focus will be on creating new experiences. You will additionally work on innovative new app projects."
0,Business Development Executive,06/01/2023,24/01/2023,Business Development Executive - 0-1 Yr
0,Java Developer (Spring Boot),06/01/2023,10/02/2023,"Responsibilities:
 "
0,Laravel Developer,06/01/2023,24/01/2023,PHP LARAVEL DEVELOPER EXP: 1 - 2 Yrs
0,Project Manager,06/01/2023,19/01/2023,Preferred skills
0,Customer Development Specialist,06/01/2023,19/01/2023,"The role is to help customers realize maximum value from our digital healthcare products. On one hand it presents opportunities to be creative and work with people from around the globe. On the other it requires an organized, thoughtful approach to constantly evolve our customer engagement.

Responsibilities
 "
0,Digital Marketing -Campaign Executive,06/01/2023,05/02/2023,Job Description -
0,Full stack Developer,04/01/2023,06/02/2023,Designation – Full stack Developer 
0,Business Development Senior Consultant,05/01/2023,22/01/2023,Job description :
0,Accounts Executive,05/01/2023,01/02/2023,We are hiring for Accounts Executive
0,Python Developer,05/01/2023,31/01/2023,POsition :- Python - Django Developer.
0,Asp.Net Lead,05/01/2023,31/01/2023,Job Openings: - ASP .NET Lead
0,Asp.Net  Lead,05/01/2023,31/01/2023,Job Openings: - ASP .NET Lead
0,Python - Django Developer,05/01/2023,26/01/2023,Preferred skills
0,Business Analyst,05/01/2023,31/01/2023,BUSINESS ANALYST
0,ASP.NET Developer,05/01/2023,31/01/2023,Job Openings: - ASP .NET Developer
0,PHP Developer,05/01/2023,31/01/2023,Preferred skills
0,ITI Fitter,05/01/2023,19/01/2023,Fitting and fabrication of materials according to the provided design drawings for the welding department
0,Fullstack Fresher,05/01/2023,31/01/2023,Roles & Responsibilities: 
0,Technical Architect,05/01/2023,31/01/2023,Responsibilities:
0,Technical Lead,05/01/2023,31/01/2023,Responsibilities:
0,Software Engineer,05/01/2023,31/01/2023,"Software Engineer (1-3 yrs)

Roles & Responsibilities: "
0,Senior Software Engineer,05/01/2023,31/01/2023,Roles & Responsibilities: 
0,IOS Developer,05/01/2023,10/02/2023,Job Description
0,Technical Lead / Senior Software Engineer,05/01/2023,10/02/2023,Technical Lead / Senior Software Engineer
0,Requirement of an Odoo Software Developer,05/01/2023,10/02/2023,Experience: 1 to 3Years
0,Inside Sales - IT,05/01/2023,03/02/2023,Mandatory : UK/US/Europe Outbound experience 
0,SEO Manager,05/01/2023,10/02/2023,Skill Sets:-
0,Call center Executive Sales KSFE,05/01/2023,31/01/2023, 
0,Linux Admin,05/01/2023,31/01/2023,We are looking for dynamic people with top notch server administration experience to join our team. You will be involved in administration of LINUX/Windows servers.
0,Business Analyst,05/01/2023,10/02/2023,"Business Analysis - Translating business requirements into solutions by understanding needs, feasibility and impact"
0,UI/UX Engineer,04/01/2023,31/01/2023,UI/UX Designer Engineer
0,Senior Software Engineer -Dot Net,04/01/2023,10/02/2023,"What You Will Do:
 "
0,BUSINESS DEVELOPMENT MANAGER,04/01/2023,18/01/2023,Spericorn Technology is a global software development firm that aims to impact the world through technology positively. We are curious-minded IT professionals who have been contributing to reputed organisations and open-source projects for many years globally. We are happy to welcome you to join our talented team and transform ideas into reality.
0,TECHNICAL RECRUITER,04/01/2023,18/01/2023,"Spericorn Technology is a global software development firm that aims to impact the world through technology positively. We are curious-minded IT professionals who have been contributing to reputed organizations and opensource projects for many years globally. We are happy to welcome you to join our talented team and transform ideas into reality. We are looking forward to candidates who can sustain our organization's quality, commitment, and integrity. We offer services in various cutting-edge technologies, including blockchain and Artificial Intelligence. ""A team is a group of people who support each other to achieve great results, and we give utmost importance to teamwork."" We are looking for a Technical Recruiter who can add more value to our organization."
0,IT Technical support Executive,04/01/2023,10/02/2023,Designation – IT Technical Support Executive
0,Senior Software Implementation and Support Engineer,04/01/2023,11/02/2023,Designation – Senior Software Implementation and Support Engineer
0,Odoo Developer,04/01/2023,10/02/2023,Designation – Odoo Developer
0,Business Development Executive,04/01/2023,10/02/2023,Designation - Business Development Executive
0,Business Analyst,04/01/2023,10/02/2023,Designation – Business Analyst
0,Marketing Intern,04/01/2023,31/01/2023,"We are looking for a dynamic, organized self-starter to join our team at Corporate Office, Trivandrum. The incumbent will work closely with the Management, Sales and Marketing Team to provide a variety of services to our clients, employees and to the company."
0,DevOps Engineer,04/01/2023,03/02/2023,"Techvantage Analytics is a fast-growing AI services company is looking for smart and enthusiastic DevOps Engineers (1-3 years’ experience). We prefer smart engineers who can work out of our Trivandrum (Kerala) office and who will be responsible for deploying product updates, identifying production issues, and implementing integrations that meet our customers' needs. The candidate will ensure solutions are built based on Techvantage standards and that they can be deployed with the Techvantage's environment (whether in a global or local environment)."
0,PHP Laravel Developer,04/01/2023,27/01/2023,"Experience in object-oriented analysis and design, multi-tiered solutions, web technology and standard design patterns, developing web-based solutions. "
0,Senior Android Developer,04/01/2023,01/02/2023,Job Description:
0,Java Developer,04/01/2023,03/02/2023,"Techvantage Analytics is a fast-growing AI services company is looking for Java Developer. In this role, you will be responsible for analyzing user requirements and business objectives, determining application features and functionality, and recommending changes to existing Java-based applications, among other duties. The Manual tester works with the development team to debug code, correct errors, and troubleshoot any issues with software code."
0,.Net Developer,04/01/2023,03/02/2023,"Techvantage Analytics is a fast-growing AI services company is looking for .Net Developer. We are searching for an organized, ambitious .NET developer to generate software using .NET's infrastructure. The .NET developer's duties include sourcing project requirements, deciding on the most appropriate software solutions, and ensuring that developments are error-free. You should also ensure that the final products are well-presented and engaging."
0,Trainee - Software Engineer,04/01/2023,31/01/2023,Dot Net Trainee - Software Engineer
0,Odoo Developer,04/01/2023,19/01/2023,We are looking for experienced and talented Odoo Developer with 1 year of experience
0,Digital Marketing Head,03/01/2023,03/02/2023,"The Head of Digital Marketing will be in charge of overseeing all of our group companies' digital marketing, promotion, and reputation management framework."
0,UI/UX Developer,03/01/2023,10/02/2023,We are hiring UI/UX designer.
0,Data Visualization Engineer,03/01/2023,31/01/2023,Designation: Data Visualization Engineer
0,Requirements for Experienced Professionals,03/01/2023,11/02/2023,Experience: 2 to 11 Years
0,Asp.net Developer,03/01/2023,10/02/2023,"Asp.net Developer(2-4yrs of exp)

We are looking for an ASP.NET developer to be responsible for designing and monitoring applications. The responsibilities of ASP.NET developers include writing code, designing solutions for applications, and improving functionality."
0,Manual Tester,03/01/2023,31/01/2023, 
0,Business Analyst,03/01/2023,31/01/2023,•       Should have 2 Plus years of relevant experience as a Business Analyst
0,ReactJS Developer,03/01/2023,20/01/2023, 
0,Mobile Test Engineer,03/01/2023,20/01/2023,Preferred skills
0,PHP Developer,03/01/2023,19/01/2023,Laravel exposure minimum 2 years.
0,Node JS Developer,03/01/2023,31/01/2023,"A Node.js developer is responsible for writing server-side web application logic in JavaScript and/or variants of it, such as CoffeeScript, IcedCoffeeScript, etc."
0,Content Writer - Intern (Paid),03/01/2023,27/01/2023,Responsibilities
0,Mobile App Developer,03/01/2023,31/01/2023,We are looking for a  mobile app developer who has vast experience in Hybrid mobile app technologies who can involve from application architecture design to the delivery of the product
0,Business Development Executive,02/01/2023,02/02/2023,Brief description :
0,"Node Js developers, Kochi, Trivandrum and Chennai",02/01/2023,31/01/2023,"Immediate Opportunity for Angular developer, Kochi, Trivandrum and Chennai

Greetings from ThinkPalm,"
0,"Angular developer, Kochi, Trivandrum and Chennai",02/01/2023,31/01/2023,"Immediate Opportunity for Angular developer, Kochi, Trivandrum and Chennai

Greetings from ThinkPalm,"
0,"Java developers, Kochi, Trivandrum and Chennai",02/01/2023,31/01/2023,Looking for Sr. Developer / Tech Lead - Java with Microservices and cloud technologies
0,Project Manager,02/01/2023,31/01/2023,Preferred skills
0,"C++ (SE,SSE,TL,Architect,PM)",02/01/2023,31/01/2023,Preferred skills
0,".Net Developer (SE,SSE,TL,Architect, PM)",02/01/2023,31/01/2023,Preferred skills
0,Automation Tester,02/01/2023,31/01/2023,Preferred skills
0,Technology Consultant Oracle,02/01/2023,20/01/2023,"·  To support and perform trouble shooting of the existing developed applications (Forms, Reports and Interfaces)."
0,Business Analyst,02/01/2023,20/01/2023,Skills
0,QA Manager,02/01/2023,20/01/2023,Preferred skills
0,LINUX SYSTEM ADMINISTRATOR,02/01/2023,02/02/2023,"1.       Sound database knowledge of MySQL, Server, Good knowledge of LINUX, Database"
0,Project Lead,02/01/2023,20/01/2023,Preferred skills
0,Power BI Developer,02/01/2023,20/01/2023,·       To effectively coordinate with business users and technical users to customize analytical solutions to meet business needs.
0,Front End UI Developer,02/01/2023,20/01/2023,·       Minimum 2 to 5 years of experience as a UI Front End Developer.
0,Front End Developer Angular,02/01/2023,20/01/2023,1.Knowledge of Angular version 4 or later.
0,Full Stack Developer Dot Net,02/01/2023,27/01/2023,Preferred skills
0,Mobile App Developer,03/01/2023,09/02/2023,We are looking for Mobile Application Developer in building native applications in Android and cross platform applications in Flutter.
0,Flutter Developer,03/01/2023,09/02/2023,We are looking for Flutter Developer in building cross platform applications.
0,Cloud/Linux Server Administrator,03/01/2023,09/02/2023,"Reizend is seeking a Cloud/Linux Server Administrator to manage the development and production infrastructure. This position requires wide and overall knowledge in Cloud Computing Technologies and Services, Linux Administration, Containerization, Patching, Virtualization, Performance Analysis, Performance Tuning, and Networking. While their primary role is to support operations for the Cloud infrastructure and Linux/Unix on-premise systems, they will also need to collaborate with other team members to develop CI/CD pipelines."
0,Technical Sales Engineer,02/01/2023,08/02/2023,1:Identify new market opportunities via market research and initiate contact
0,MCA Internship,03/01/2023,10/02/2023,"We are looking MCA freshers, offering a 6-month internship those who have Good Hands-on Knowledge (via academic /hobby project) in basics of Python/Java/Android/Php/Angular/React. 2023 Pass Outs Preferred and internship could be done as a part of the project/course.2022 pass outs can apply."
0,Linux Server Administrator,02/01/2023,08/02/2023,"SmartHMS is seeking a Linux Server Administrator to manage the development and production infrastructure. This position requires wide and overall knowledge in Linux administration, patching, virtualization, performance analysis, performance tuning, cloud computing technologies and networking technologies. While their primary role is to support operations for the Linux/Unix and Cloud infrastructure, they will also occasionally be required to take an active role in testing applications, and diagnosis of IT problems outside their scope of responsibility."
0,Junior Linux Server Administrator,02/01/2023,08/02/2023,SmartHMS is seeking a Junior Linux Server Administrator to manage the development and production infrastructure. This position requires Basic Linux administrator knowledge.
0,PHP Developer - Fresher,02/01/2023,08/02/2023,"We are looking for Fresher PHP developers who is dedicated to his craft, writes code that is proud of and can hit the ground running. You will be a part of a creative team that is responsible for all aspects of the ongoing application development from the initial specification, through to developing, bug fix and launching."
0,Research Analyst,02/01/2023,31/01/2023,Responsibilities
0,Business Development Executive-Immediate Hiring,02/01/2023,20/01/2023,Experience- 2+ Years
0,Business Development Trainee,02/01/2023,31/01/2023,We are looking for a Business Development Trainee 
0,Hardware Engineer,02/01/2023,31/01/2023,"Are you passionate about technologies and building cool devices? Embright Infotech is a growing startup company focused on VR, AR and other Industry 4.0 standards. We are looking for energetic and passionate people to work in the team. The candidate must be a highly motivated, self-starter with good communication skills who will thrive in this cutting-edge technical environment and can do Research and Development. This is an excellent opportunity for a motivated engineer with passion for quality and integrated experiences to thrive in a team environment. "
0,Unity/Unreal Game Developer,02/01/2023,31/01/2023,"We are seeking a developer responsible for building games for various target platforms based on the Unity framework.Your primary responsibilities will be to implement game functionality translating design ideas,concepts and requirements into a functional and engaging game. "
0,HR,02/01/2023,20/01/2023,Roles and Responsibilities
0,Product Coordinator & Analyst,02/01/2023,31/01/2023,"At Fingent, we believe that what we build touches the lives around us. We use technology to create a better and smarter environment. We nurture thought leaders and encourage them to be the seeds of change through smart software development and consulting services. Our commitment to quality and integrity helps us to use technology and create a better and smarter future.

Skill Sets :
Proficiency in English.
Excellent oral and written communication skills.
Good interpersonal and team working skills with a passion to learn.
Detail-oriented with good attention to detail.
Customer-oriented and cool-tempered, ability to engage and connect with customers, have meaningful conversations, and nurture the relationship.
Programming/technical experience or good understanding of technology.
Experience in handling presentations and demos to customers/stakeholders.
Experience in collaborating and closely working with Development/Engineering teams.
Strong problem-solving and analytical skills. An interest in producing creative solutions.
Ability to manage multiple competing priorities in a fast-paced environment and deliver results.
Knowledge or exposure to Business Management will be an added advantage.

Roles & Responsibilities :
Product Expertise: Develop a sound knowledge of a complex and evolving software product; be well versed in all its features and capabilities. Ability to manage product demonstrations to internal/external audiences when required.
Requirements Detailing and Documentation: Conceptualize user scenarios, and capture these as workflows and wireframes. Define business use cases and success criteria for new features.
Product Coordination & Sprint Execution: Planning, Tracking, Execution, and Delivery of Sprints. Support and collaborate with the Engineering team in Product Backlog Grooming, Feature discussions, Mockup Reviews, UAT.
User Experience Research: Interview existing customers and/or potential users to get their feedback on the product. Collaborate with the Customer Support Team to gather customer insights and guide them on feature-related queries when required.
Inter-Department Coordination: Coordination and close collaboration with other internal product teams. Enable product upgrades and feature releases by liaising with Product Marketing, Sales, and Customer Support teams. Work closely with the Development team to understand how features are implemented.

More Information:"
0,Power BI Developer,02/01/2023,31/01/2023,"At Fingent, we believe that technology can make a meaningful difference to the lives around us. The lives of those who use it, the lives of those who build it and to society at large. We create and provide software which is beautiful, usable and compelling, to solve complex business challenges. We nurture smart people who bring out the best in themselves, their peers and their clients.

Skill Set:

3 to 4 years of experience working with a self-service tool, preferably Power BI.
Experience of in data preparation, data gateway and data warehousing projects.
Should be experienced and familiar with other Business Intelligence analytical tools, such as SSRS, SSAS, and SSIS.
Must have experience in JavaScript and SQL Scripting.
Should be familiar in Ms SQL Server.
Must have experience with Business intelligence tools like Power BI.
Writing DAX expressions/queries BI stack knowledge, data analytics, and software development skills.
Dashboard making, creating reports, datasets analysing, and organization of the BI tools.
Familiarity with JavaScript, CSS, and other JavaScript libraries.

Roles and Responsibilities:


Building and maintaining analysis service report models.
Using Power BI Desktop for developing dashboards, visual reports, and key performance indicator (KPI) scorecards.
Extracting various data sources and connecting, importing, and transforming data for Business Intelligence.
Implementing row-level security on data.
Should be capable of understanding the application security layer model.
Must be capable of handling project documentation and design methodology.
Scheduling, developing, and publishing Power BI reports as per requirements.
Proficient in creating Data Analysis Expression (DAX) queries in Power BI Desktop.
Should be capable of developing multidimensional models that are compatible with warehouse standards.
Must be capable of understanding business requirements and data models while taking care of the sources.
Proficient in prototyping, designing, and requirement analysis.
Should have good knowledge of secondary tools, such as SQL Data Warehouse, Azure, Visual Studio, PolyBase, etc.
Implementing advanced-level calculations on datasets.
Understanding data with filters and graphs makes things easier.
Working with team members for the overall growth of the organization.

More Information:

Experience: 3-4 Years
Work Location: Kochi"
0,Product Designer,02/01/2023,10/02/2023,"At Fingent, we believe that technology can make a meaningful difference to the lives around us. The lives of those who use it, the lives of those who build it and to society at large. We create and provide software which is beautiful, usable and compelling, to solve complex business challenges. We nurture smart people who bring out the best in themselves, their peers and their clients."
0,Team Lead- Python,02/01/2023,10/02/2023,"At Fingent, we believe that technology can make a meaningful difference to the lives around us. The lives of those who use it, the lives of those who build it and to society at large. We create and provide software, which is beautiful, usable, and compelling, to solve complex business challenges. We nurture smart people who bring out the best in themselves, their peers, and their clients."
0,Mixed Reality UI Designer,02/01/2023,10/02/2023,"At Fingent, we believe that technology can make a meaningful difference to the lives around us. The lives of those who use it, the lives of those who build it and to society at large. We create and provide software which is beautiful, usable and compelling, to solve complex business challenges. We nurture smart people who bring out the best in themselves, their peers, and their clients."
0,AR/VR Developer,02/01/2023,10/02/2023,"At Fingent, we believe that technology can make a meaningful difference in the lives around us. The lives of those who use it, the lives of those who build it, and to society at large. We create and provide software that is beautiful, usable and compelling, to solve complex business challenges. We nurture smart people who bring out the best in themselves, their peers, and their clients."
0,Accounts Executive,02/01/2023,31/01/2023,Preferred skills
0,Tech Lead,02/01/2023,29/01/2023,
0, , , , 
0,DOT NET CORE DEVELOPER,02/01/2023,31/01/2023,Preferred skills
0,Data Scientist,02/01/2023,31/01/2023,Roles and Responsibilities  
0,Java Developer,02/01/2023,23/01/2023,Preferred skills
0,Manager - Business Development,02/01/2023,31/01/2023,"At Fingent, we believe that technology can make a meaningful difference to the lives around us. The lives of those who use it, the lives of those who build it and to society at large. We create and provide software, which is beautiful, usable, and compelling, to solve complex business challenges. We nurture smart people who bring out the best in themselves, their peers, and their clients."
0,PHP DEVELOPER,02/01/2023,02/02/2023,"1.     Good knowledge of PHP, MySQL, JavaScript, JQuery, AJAX, JSON ,XML and Bootstrap etc"
0,Software Tester,02/01/2023,20/01/2023,We are hiring Software Testers with experience of 1 year and above.
0,Senior Software Test Engineer,02/01/2023,23/01/2023,"Monitoring testing activities to ensure the quality and functionality of assigned systems; ensuring timely and accurate test communication with Development Leads,Project Manager and Senior Management throughout the project life-cycle."
0,Software Developer(Asp.net),30/12/2022,30/01/2023,"OUR CLIENT – LEADING SOFTWARE SOLUTION PROVIDER BASED IN MIDDLE EAST HAVING OPERATION IN VARIOUS COUNTRIES REQUIRES  SOFTWARE ENGINEERS. IDEAL CANDIDATE SHOULD HAVE RELEVENT PRIOR EXPERIENCE IN THE FIELD. EXPOSURE TO BANKING, REMITTANCE AND PAYMENT SYSTEMS WILL BE DESIRABLE."
0,SAS Developer (Python),30/12/2022,30/01/2023,"Roles & Responsibilities:

·        Perform data manipulation techniques and advanced techniques (arrays, transpositions, complex merges, SQL, SDTM etc.) and generic macro use and development to enable listing, table and graph generation.
·        Analyze information and develop innovative solutions to programming and data analysis challenges
·        Efficiently produce quality results under time constraints
·        Successfully coordinate multiple priorities
·        Complete assigned tasks within known budget constraints
·        Work independently to carry out assignments with occasional support from senior management
·        Ensure the efficiency, quality, and integrity of data reporting and project activities executed
·        Actively adapt and adjust priorities to ensure timely and quality completion of assigned tasks
·        Contribute to on-going improvement of programming processes and methodology
·        Perform other related duties as required by the Department."
